Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Gross Profit,Revenue,Cost of Goods,Margin,Tax
Quinoa ( white ) - organic / 454g,106900,,"Eden Foods, Inc.",Hv,Grains,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.700000,117.300000,179.400000,151.800000,124.200000,110.400000,0.000000,0.000000,0.000000,681.510000,418.000000,858.000000,154.000000,180.000000,15.000000,576.000000,704.000000,1086.500000,235.620000,490.300000,440.420000,1539.800000,772.170000,924.700000,1007.400000,180.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10967.220000,62300.960000,51333.740000,0.176036,0.000000
Chicken Breasts / 1kg,ChickenBreasts,,NGS,Shahd,Fresh poultry,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,93.240000,269.360000,404.040000,569.800000,331.520000,486.920000,466.200000,207.200000,341.880000,414.400000,362.600000,393.680000,290.080000,341.880000,331.520000,372.960000,449.680000,440.000000,912.000000,714.000000,1050.000000,1190.000000,1092.000000,1222.000000,1008.000000,400.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14154.960000,59336.960000,45182.000000,0.238552,0.000000
Chicken breast - Hormone free (frozen),80001,,NGS,Shahd,Poultry,Frozen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.000000,2705.990000,511.987350,177.000000,1574.595289,1204.101685,2863.985465,2830.317151,2365.451022,14249.427962,49308.067962,35058.640000,0.288988,0.000000
Coconut oil (organic) - for cooking,101001,,,Divine coconut,Oil,"Super food, Weight loss, Oil",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,144.000000,2412.000000,544.400000,525.505155,1057.800000,849.665409,1029.338577,2018.907080,1036.163715,9617.779935,41089.779935,31472.000000,0.234067,0.000000
Whole Chicken / 1kg,WholeChicken,,NGS,Shahd,Fresh poultry,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,34.500000,310.500000,496.800000,241.500000,358.800000,545.100000,241.500000,331.200000,131.100000,641.700000,241.500000,393.300000,572.700000,441.600000,420.900000,276.000000,331.200000,305.100000,486.000000,252.000000,360.000000,403.200000,432.000000,432.000000,540.000000,120.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9340.200000,40680.500000,31340.300000,0.229599,0.000000
Beef Fillet / 1kg,BeefFillet,,NGS,Shahd,Fresh beef,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,267.920000,803.760000,602.820000,736.780000,200.940000,401.880000,602.820000,200.940000,66.980000,1051.377820,468.860000,401.880000,200.940000,200.940000,133.960000,133.960000,133.960000,681.000000,0.000000,0.000000,0.000000,0.000000,0.000000,444.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7735.717820,25178.217820,17442.500000,0.307238,0.000000
Beef fillet (whole),151017,,NGS,El rancho,Beef,Wholesale,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3102.815000,440.185800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3543.000800,23672.175800,20129.175000,0.149669,0.000000
Whole chicken - Hormone free (frozen),80005,,NGS,Shahd,Poultry,Frozen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1502.800000,538.210000,309.960000,559.250000,683.000000,1466.771348,1106.884098,1264.017338,7430.892784,23442.922784,16012.030000,0.316978,0.000000
Beef mince - no fat (chemical free) - frozen,151006,,NGS,El rancho,Beef,"Frozen, Chemical free, Beef",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1568.000000,1004.960000,828.640653,1170.120000,488.790000,253.594969,655.193746,563.219903,6532.519270,22389.239270,15856.720000,0.291770,0.000000
Coconut oil (organic) - for cooking,Coconutoilorganic-forcooking,,Divine coconut,Divine coconut,Oil,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,450.000000,843.750000,645.000000,1284.000000,1584.000000,132.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4938.750000,20635.000000,15696.250000,0.239339,0.000000
Salmon steak (frozen),451001,,,Red Coral,Sea Food,Frozen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1078.000000,516.200000,484.000000,548.043537,1043.600000,959.000000,1108.875700,776.113136,6513.832374,19233.832374,12720.000000,0.338665,0.000000
Cairo above 150 L.E orders,Cairoabove150LEorders,,Freight,Freight,General,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,185.000000,4660.000000,2082.624782,980.424870,2020.670198,1848.049762,2586.345982,2991.765426,1699.753162,19054.634183,19054.634183,0.000000,1.000000,0.000000
Beef fillet (chemical free) - frozen,151003,,NGS,El rancho,Beef,"Frozen, Chemical free, Beef",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42.800000,525.600000,440.100000,891.361809,425.310680,541.420000,624.215336,379.786253,916.828042,4787.422120,18928.772120,14141.350000,0.252918,0.000000
Inside Cairo delivery fee,InsideCairodeliveryfee,,Freight,Freight,Delivery,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,280.000000,990.000000,1140.000000,1240.000000,1110.000000,1250.000000,1270.000000,650.000000,410.000000,1139.000000,820.000000,800.000000,708.761412,730.000000,640.000000,720.000000,900.000000,1210.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16007.761412,18207.761412,2200.000000,0.879172,0.000000
Dried cranberry / 200g,DriedCranberry,,NGS,Auf,Dried fruits,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.470000,65.880000,98.820000,35.660000,69.900000,68.180000,203.400000,74.200000,18.550000,139.019500,247.900000,199.500000,171.000000,72.000000,90.000000,126.000000,162.000000,51.870000,76.380000,31.500000,88.200000,218.400000,5429.000000,97.000000,2106.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9957.029500,17477.037000,7520.007500,0.569721,0.000000
Veal Escalope (Biftek) / 1kg,VealEscalope,,NGS,Shahd,Fresh veal,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,144.000000,96.000000,216.000000,192.000000,144.000000,168.000000,288.000000,120.000000,120.000000,456.000000,192.000000,72.000000,192.000000,288.000000,96.000000,96.000000,192.000000,227.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3299.000000,14144.000000,10845.000000,0.233244,0.000000
Maple syrup (organic),281102,,,Hv,Sweeteners,"Organic, Sweeteners",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.750000,1138.500000,471.500474,64.847938,396.000000,272.250000,480.600000,415.324793,156.750000,3420.523205,13998.773205,10578.250000,0.244344,0.000000
Balady Whole Chicken(chemical free) / Default,BaladyWholeChicken(Chemicalfree),,,Tabiey,Poultry,"Frozen, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,370.000000,-10.000000,170.000000,420.000000,540.943396,440.000000,360.229340,312.243645,2603.416381,13683.416381,11080.000000,0.190261,0.000000
"Muesli with mixed berries, oat flakes, and seeds (organic)",221008,,,Good life,Cereal,Organic,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,136.000000,1766.665000,1740.185000,-59.735255,194.880000,324.800000,0.000000,0.000000,0.000000,4102.794745,13160.394745,9057.600000,0.311753,0.000000
Bench press oats with apple and cinnamon ( with whey protein ),221001,,,Good life,Cereal,High performance,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,31.440000,1500.790000,2338.230000,529.489594,460.140000,156.390000,0.000000,0.000000,0.000000,5016.479594,12951.959594,7935.480000,0.387314,0.000000
Beef cubes (chemical free) - frozen,151001,,NGS,El rancho,Beef,"Frozen, Chemical free, Beef",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,666.500000,791.560000,129.965097,211.090000,486.000000,240.030000,427.134626,576.968114,3529.247837,12883.277837,9354.030000,0.273940,0.000000
"Muesli with quinoa, amaranth, apple, seeds and nuts ( gluten free )",221009,,,Good life,Cereal,"High performance, gluten free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1058.365000,1520.845000,-112.465255,519.680000,227.360000,0.000000,0.000000,0.000000,3213.784745,12819.304745,9605.520000,0.250699,0.000000
Almond meal flour,281082,,,Hv,Baking products,"Weight loss, gluten free, Vegan, Baking Products",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,129.000000,0.000000,149.100000,803.230000,474.300000,399.750000,713.162286,-38.075221,2630.467064,12723.237064,10092.770000,0.206745,0.000000
Cairo,Cairo,,Freight,Freight,General,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.000000,2445.000000,1050.000000,705.000000,987.374904,1698.236995,1903.656250,2165.138042,1520.730987,12565.137179,12565.137179,0.000000,1.000000,0.000000
Chia seeds (organic),221002,,,Good life,Seeds,"Super food, Weight loss, Organic",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3044.952000,1634.584000,332.780000,237.700000,237.700000,190.160000,47.540000,0.000000,5725.416000,12487.056000,6761.640000,0.458508,0.000000
Manuka honey (large),281113,,,Hv,Honey,"Organic, gluten free, Vegetarian, Honey & Sweeteners",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,655.000000,351.280000,1193.880000,618.000000,206.000000,3024.160000,12136.000000,9111.840000,0.249189,0.000000
Avocado,Avocado,,Kheir Misr,Rafic,Fresh fruits,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55.800000,142.600000,130.200000,186.000000,105.400000,175.950000,172.240000,54.190000,83.640000,160.310000,90.610000,132.430000,50.395673,62.730000,53.860000,77.940000,118.640000,101.520000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1954.455673,12049.565673,10095.110000,0.162201,0.000000
Avocados (imported),20002,,NGS,Agrovate,Fruits,Fresh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,796.000000,292.500000,95.000000,341.500000,594.500000,492.722082,453.742824,448.255413,3514.220318,12025.410318,8511.190000,0.292233,0.000000
Beef Mince / 1kg,BeefMince,,NGS,Shahd,Fresh beef,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,49.200000,262.400000,180.400000,246.000000,180.400000,246.000000,262.400000,114.800000,16.400000,166.120000,82.000000,98.400000,147.600000,114.800000,147.600000,82.000000,147.600000,121.200000,0.000000,0.000000,0.000000,0.000000,0.000000,83.140000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2748.460000,11978.320000,9229.860000,0.229453,0.000000
Balady eggs (organic),461002,,,Sara nour,Eggs,"Organic, Eggs",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,414.000000,380.500000,175.500000,344.500000,351.000000,481.000000,531.800135,252.540126,2939.840261,11724.840261,8785.000000,0.250736,0.000000
Osool begawi chicken ( frozen ),Chemicalfreechicken,,NGS,Nawaya,Chemical free poultry ,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.610000,170.890000,362.880000,258.720000,127.680000,26.880000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1000.660000,11026.000000,10025.340000,0.090755,0.000000
Beef mince (chemical free) - frozen,Beefmincechemicalfree-frozen,,NGS,Assiut farmers,Chemical free beef,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,116.000000,428.400000,688.500000,596.700000,566.100000,1099.200000,183.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3707.900000,10970.000000,7262.100000,0.338004,0.000000
Beef Fillet / 1kg,BeefFillet,,Kheir Misr,Meat & More,Fresh Beef & Poultry,,0.000000,0.000000,2189.990000,356.400030,549.520080,122.799980,457.699990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3676.410080,10515.605970,6839.195890,0.349615,0.000000
Hurom HF Juicer,271003,,,Hurom,Home appliance,Kitchen equipment,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1050.000000,1050.000000,2100.000000,10500.000000,8400.000000,0.200000,0.000000
Quinoa (white) - organic,Quinoa,,Bob's Red Mill,Auf,Grains,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80.000000,18.000000,370.600000,-319.490000,-268.750000,0.000000,58.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-60.780000,10419.410000,10480.190000,-0.005833,0.000000
Coconut oil ( Small glass jar ),281015,,,Hv,Oil,"Super food, Weight loss, Oil",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.000000,255.000000,75.000000,375.000000,250.000000,695.642334,515.337838,265.140647,2540.120819,10403.120819,7863.000000,0.244169,0.000000
Goji berries,221003,,,Good life,Dried fruits,Super food,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.370000,777.702000,1214.708000,209.191959,232.640000,523.260000,424.732625,0.000000,0.000000,3426.604583,10300.664583,6874.060000,0.332659,0.000000
Unsweetened almond milk,281046,,,Hv,Non-dairy milk,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,834.750000,772.500000,201.250000,318.500000,227.500000,0.000000,0.000000,0.000000,2361.500000,10191.000000,7829.500000,0.231724,0.000000
Beef escalope (chemical free) - frozen,151002,,NGS,El rancho,Beef,"Frozen, Chemical free, Beef",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,651.000000,375.780000,125.090000,0.000000,153.000000,569.519090,218.552700,386.508763,2479.450554,9872.440554,7392.990000,0.251149,0.000000
Skinny oats with berries and green tea extract ( for weight loss ),221018,,,Good life,Cereal,Weight loss,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,851.096000,1456.122000,320.157863,183.450000,144.360000,0.000000,36.090000,0.000000,2991.275863,9867.995863,6876.720000,0.303129,0.000000
Avocadoes ( imported ),ImportedAvocadoes,,NGS,Agrovate,Fresh fruits,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.500000,115.500000,131.250000,252.000000,313.950000,341.600000,589.300000,414.600000,72.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2284.500000,9742.300000,7457.800000,0.234493,0.000000
Hurom slow juicer,271001,,,Hurom,Home appliance,"Home Appliances, Kitchen equipment",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1588.000000,0.000000,0.000000,0.000000,0.000000,928.000000,0.000000,0.000000,2516.000000,9650.000000,7134.000000,0.260725,0.000000
Almond milk ( organic ) / 946ml,065009PacificOrg,,Pacific Natural Foods,Hv,Non-dairy milk,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.700000,196.000000,98.000000,196.000000,200.900000,225.400000,44.100000,0.000000,0.000000,445.940000,240.000000,0.000000,0.000000,16.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1695.440000,9418.840000,7723.400000,0.180005,0.000000
Pure oats ( gluten free ),221015,,,Good life,Cereal,gluten free,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2381.524000,924.890000,183.900000,21.200000,0.000000,0.000000,0.000000,0.000000,3511.514000,9409.114000,5897.600000,0.373203,0.000000
Kale / Default,Kale,,NGS,MAKAR,Fresh vegetables,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.500000,242.500000,208.000000,200.000000,356.000000,168.000000,212.000000,240.000000,336.000000,48.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2063.000000,9203.000000,7140.000000,0.224166,0.000000
Beef mince (chemical free) - frozen,151007,,NGS,El rancho,Beef,"Frozen, Chemical free, Beef",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.000000,312.000000,16.880000,354.480000,573.920000,506.720656,412.922303,334.790000,2563.712958,9002.822958,6439.110000,0.284768,0.000000
