Product,Brand,Type,Revenue,Gross Profit,CMGR,Period,%Total Revenue,Average Revenue,Average Gross Profit,% Variation from Average,%Total Gross Profit
COCONUT MILK LIGHT,Dee Thai,Non-dairy milk,112.0,24.5,7.77146109305,26.0,0.00490225367514,1229.6358945,313.21535177,-90.8916126716,0.00420995384463
COCONUT OIL,Nefertari,Cosmetics,476.0,73.25,9.24801312471,22.0,0.0208345781193,1229.6358945,313.21535177,-61.2893538543,0.0125869028212
COCONUT OIL ( SMALL GLASS JAR ),0,Oil,10203.120819,2490.120819,32.2344578989,11.0,0.446591844043,1229.6358945,313.21535177,729.767646232,0.42788953941
COCONUT OIL ( SMALL GLASS JAR ),NGS,Oil,4261.1,805.1,13.8899028266,19.0,0.186508867278,1229.6358945,313.21535177,246.533475402,0.13834423838
COCONUT OIL (ORGANIC) - FOR COOKING,0,Oil,39197.396034,10189.396034,31.3962462662,12.0,1.71567481039,1229.6358945,313.21535177,3087.7237977,1.75089334726
COCONUT OIL (ORGANIC) - FOR COOKING,Divine coconut,Oil,20635.0,4938.75,12.3773337528,20.0,0.903196469522,1229.6358945,313.21535177,1578.13904037,0.848649369395
COCONUT OIL (SKIN & HAIR),0,Cosmetics,34.0,4.9,0.0,16.0,0.00148818415138,1229.6358945,313.21535177,-97.2349538467,0.000841990768927
COCONUT OIL / 50ML,imtenan,Oils,20.16,5.76,0.0,47.0,0.000882405661525,1229.6358945,313.21535177,-98.3604902809,0.000989768740616
COCONUT OIL LARGE (ORGANIC) - FOR COOKING,0,Oil,708.0,198.0,0.0,11.0,0.0309892464464,1229.6358945,313.21535177,-42.4219801026,0.0340233004587
COCONUT OIL SOAP,0,Cosmetics,1000.0,300.0,12.2686139079,11.0,0.0437701220994,1229.6358945,313.21535177,-18.6751131392,0.0515504552404
COCONUT PALM SUGAR / 454G,Wholesome Sweeteners,Sweeteners,981.4,149.15,8.1093896982,39.0,0.0429559978284,1229.6358945,313.21535177,-20.1877560349,0.025629167997
COCONUT SCRUB,Nefertari,Cosmetics,130.0,33.0,3.3557783007,21.0,0.00569011587293,1229.6358945,313.21535177,-89.4277647081,0.00567055007645
COFFEE & VANILLA BODY SCRUB,Healing Herbs,Cosmetics,200.0,40.0,5.78055272129,20.0,0.00875402441989,1229.6358945,313.21535177,-83.7350226278,0.00687339403206
COFFEE BEANS BODY SCRUB,Nefertari,Cosmetics,130.0,33.0,3.20082797342,22.0,0.00569011587293,1229.6358945,313.21535177,-89.4277647081,0.00567055007645
COLMAN'S MUSTARD,Colman's,Condiments,28.75,5.75,0.0,24.0,0.00125839101036,1229.6358945,313.21535177,-97.6619095028,0.000988050392108
COLOR BEETS (CHEMICAL FREE),0,Vegetables,8.0,3.0,0.0,10.0,0.000350160976795,1229.6358945,313.21535177,-99.3494009051,0.000515504552404
COLORED BEET,Kheir Misr,Fresh vegetables,106.2,30.68,1.27076670044,39.0,0.00464838696696,1229.6358945,313.21535177,-91.3632970154,0.00527189322259
COLORED BEET,NGS,Fresh vegetables,75.0,15.0,4.68393817273,24.0,0.00328275915746,1229.6358945,313.21535177,-93.9006334854,0.00257752276202
COLORED BELL PEPPER,Kheir Misr,Fresh vegetables,2336.32,383.77,8.37473994807,39.0,0.102261011663,1229.6358945,313.21535177,90.0009596705,0.0659450606921
COLORED BELL PEPPER ( CHEMICAL FREE ),NGS,Chemical free vegetables,2053.0,477.7,18.2608756117,25.0,0.0898600606701,1229.6358945,313.21535177,66.9599927251,0.0820855082278
COLORED BELL PEPPER ( CHEMICAL FREE ),NGS,Fresh vegetables,720.1,281.56,8.60323029155,19.0,0.0315188649238,1229.6358945,313.21535177,-41.4379489716,0.0483818205916
COLORED BELL PEPPER (CHEMICAL FREE),NGS,Vegetables,1937.569743,513.769743,13.7868182574,11.0,0.0848076642273,1229.6358945,313.21535177,57.5726401343,0.0882835471347
COLORED FRENCH LETTUCE,Kheir Misr,Fresh vegetables,1315.02,189.98,10.9363953622,40.0,0.0575585859632,1229.6358945,313.21535177,6.94385271963,0.0326451849552
COLORED FRENCH LETTUCE / PER PIECE,NGS,Fresh Produce,523.71,120.75,4.16486454889,45.0,0.0229228506447,1229.6358945,313.21535177,-57.4093435022,0.0207490582343
COLORED TOMATO (CHEMICAL FREE),0,Vegetables,126.375,50.875,4.85761885743,11.0,0.00553144918032,1229.6358945,313.21535177,-89.722567423,0.00874209803452
COLORED TOMATOES,Kheir Misr,Fresh vegetables,333.2,70.0,8.68733768925,40.0,0.0145842046835,1229.6358945,313.21535177,-72.902547698,0.0120284395561
CONDITIONER WITH TEA TREE OIL,0,Cosmetics,744.0,159.0,25.9921049895,6.0,0.032564970842,1229.6358945,313.21535177,-39.4942841756,0.0273217412774
CONDITIONER WITH TEA TREE OIL / 473ML,"Tea Tree Therapy, Inc.",Cosmetics,1053.5,188.0,5.29772440033,39.0,0.0461118236318,1229.6358945,313.21535177,-14.3242316922,0.0323049519507
COOKIES WITH WHEAT GERM,0,Snacks,1202.2,225.31,8.44102615775,11.0,0.0526204407879,1229.6358945,313.21535177,-2.231221016,0.0387161102341
COOKIES WITH WHEAT GERM,NGS,Cookies,1811.1,405.5,13.6741428307,23.0,0.0792720681343,1229.6358945,313.21535177,47.2875025935,0.069679032
COOKING OAT ( GLUTEN FREE ),Bob's Red Mill,Cereal,2890.0,550.74,10.5205620249,22.0,0.126495652867,1229.6358945,313.21535177,135.028923028,0.0946363257304
CORIANDER ( CHEMICAL FREE ),NGS,Herbs,36.7,6.7,4.4023422371,25.0,0.00160636348105,1229.6358945,313.21535177,-97.0153766522,0.00115129350037
CORIANDER ( CHMEICAL FREE ),NGS,Fresh vegetables,104.0,21.06,3.71550444462,19.0,0.00455209269834,1229.6358945,313.21535177,-91.5422117665,0.00361884195788
CORIANDER (CHEMICAL FREE),0,Herbs,272.549272,90.009272,12.1772880463,11.0,0.0119295149136,1229.6358945,313.21535177,-77.8349612906,0.0154667298249
CORIANDER - CHEMICAL FREE (AQUAPONIC),0,Herbs,12.0,4.0,0.0,5.0,0.000525241465193,1229.6358945,313.21535177,-99.0241013577,0.000687339403206
CORIANDER(CHEMICAL FREE),0,Chemical free vegetables,220.0,50.0,4.22249512658,18.0,0.00962942686188,1229.6358945,313.21535177,-82.1085248906,0.00859174254007
CORN FLAKES ( GLUTEN FREE ) / DEFAULT,Schar,Cereal,309.05,129.05,5.77017820959,23.0,0.0135271562348,1229.6358945,313.21535177,-74.8665437157,0.0221752874959
CORN ON THE COB,sea world,Frozen,50.0,10.0,0.0,24.0,0.00218850610497,1229.6358945,313.21535177,-95.933755657,0.00171834850801
COUR DI RISO CACAO GLUTEN FREE,NGS,Cookies,91.0,-7.0,3.32660099048,28.0,0.00398308111105,1229.6358945,313.21535177,-92.5994352957,-0.00120284395561
COUSCOUS,L'epi D'or,Grains,28.0,6.3,2.70180507088,26.0,0.00122556341878,1229.6358945,313.21535177,-97.7229031679,0.00108255956005
COUSCOUS (GOLDEN),0,Grains,112.0,29.5,6.504108944,11.0,0.00490225367514,1229.6358945,313.21535177,-90.8916126716,0.00506912809864
COW MILK (CHEMICAL FREE) - FROZEN,0,Milk,144.0,131.0,0.0,11.0,0.00630289758232,1229.6358945,313.21535177,-88.2892162921,0.022510365455
CRACKERS,Schar,Snacks,251.1,65.1,5.95016886637,31.0,0.0109906776592,1229.6358945,313.21535177,-79.5793209093,0.0111864487872
CRANBERRY JUICE,0,Beverages,545.5,102.5,17.7063302481,18.0,0.0238766016052,1229.6358945,313.21535177,-55.6372742175,0.0176130722071
CRANBERRY JUICE,Berry company,Juices,779.0,172.76,10.223662403,26.0,0.0340969251155,1229.6358945,313.21535177,-36.6479131355,0.0296861888244
CRANBERRY JUICE POWDER,0,Food supplements,3379.167524,831.567524,29.4234997138,11.0,0.14790657512,1229.6358945,313.21535177,174.810416573,0.142892281418
CRANBERRY JUICE POWDER,"Starwest Botanicals,Inc.",Herbs,510.0,78.0,5.65760927741,38.0,0.0223227622707,1229.6358945,313.21535177,-58.524307701,0.0134031183625
CREAM COOKIE - CHOCOLATE VANILLA (GLUTEN FREE),0,Snacks,252.0,68.25,11.1724299016,8.0,0.0110300707691,1229.6358945,313.21535177,-79.5061285111,0.0117277285672
CREAMY BUCKWHEAT (ORGANIC),0,Cereal,408.076596,75.576596,24.5030123706,7.0,0.0178615624328,1229.6358945,313.21535177,-66.8132169998,0.0129866930977
CREAMY SODA,Old Style,Soda,27.0,5.66,0.0,23.0,0.00118179329668,1229.6358945,313.21535177,-97.8042280548,0.000972585255536
CRISPY RED FOUR SEASONS LETTUCE ( AQUAPONIC ),Bustan,Aquaponic vegetables,7.5,1.5,0.0,23.0,0.000328275915746,1229.6358945,313.21535177,-99.3900633485,0.000257752276202
CRUNCHY COCONUT GRANOLA / 340G,Bob's Red Mill,Cereal,280.5,37.5,4.70142587761,39.0,0.0122775192489,1229.6358945,313.21535177,-77.1883692356,0.00644380690505
CUBAN AUBERGINE / DEFAULT,Kheir Misr,Fresh vegetables,183.13,44.11,5.52324248874,39.0,0.00801562246007,1229.6358945,313.21535177,-85.1069734692,0.00757963526885
CUCUMBER,Kheir Misr,Fresh vegetables,1960.61167,342.32167,12.1460650266,40.0,0.0858162121855,1229.6358945,313.21535177,59.4465222406,0.0588227930905
CUCUMBER,NGS,Fresh vegetables,22.15,4.4,4.81842484738,31.0,0.000969508204502,1229.6358945,313.21535177,-98.198653756,0.000756073343526
CUCUMBER,NGS,General,88.625958,50.625958,0.0,5.0,0.00387916900284,1229.6358945,313.21535177,-92.7925039927,0.00869930393961
CUCUMBER ( CHEMICAL FREE ),0,Vegetables,63.0,63.0,0.0,12.0,0.00275751769226,1229.6358945,313.21535177,-94.8765321278,0.0108255956005
CUCUMBER ( CHEMICAL FREE ),NGS,Chemical free vegetables,281.95,57.7,8.4917189441,25.0,0.0123409859259,1229.6358945,313.21535177,-77.0704481496,0.00991487089124
CUCUMBER ( CHEMICAL FREE ),NGS,Fresh vegetables,3415.4,712.38,15.7863439245,25.0,0.149492475018,1229.6358945,313.21535177,177.757018584,0.122411711014
CUCUMBER (CHEMICAL FREE),0,Chemical free vegetables,22.0,5.0,0.0,15.0,0.000962942686188,1229.6358945,313.21535177,-98.2108524891,0.000859174254007
CUCUMBER (CHEMICAL FREE),0,General,56.0,4.75,1.32126165548,17.0,0.00245112683757,1229.6358945,313.21535177,-95.4458063358,0.000816215541307
CUCUMBER (CHEMICAL FREE),0,Vegetables,2955.771015,1319.651015,51.0210982745,12.0,0.129374458225,1229.6358945,313.21535177,140.377743381,0.226762035272
CUCUMBER (ORGANIC),0,Vegetables,1308.0,375.5,20.4197600958,10.0,0.0572513197061,1229.6358945,313.21535177,6.37295201386,0.0645239864759
CUCUMBER - CHEMICAL FREE / 500G,Kheir Misr,Chemical free produce,33.15,7.65,3.92992522317,45.0,0.0014509795476,1229.6358945,313.21535177,-97.3040800006,0.00131453660863
CUCUMBER / 500G,NGS,Fresh Produce,221.0,51.0,3.50969563563,45.0,0.00967319698398,1229.6358945,313.21535177,-82.0272000038,0.00876357739087
CUMIN,0,Spices,90.0,27.5,20.1022169187,11.0,0.00393931098895,1229.6358945,313.21535177,-92.6807601825,0.00472545839704
CUMIN,Tropical Heat,Spices,72.0,21.0,4.49243511441,25.0,0.00315144879116,1229.6358945,313.21535177,-94.144608146,0.00360853186683
CURLY FRISE LETTUCE,NGS,Fresh vegetables,465.75,130.75,18.8203736764,25.0,0.0203859343678,1229.6358945,313.21535177,-62.1229339446,0.0224674067423
CURLY FRISE LETTUCE (CHEMICAL FREE),0,Vegetables,134.0,39.0,5.04238242198,11.0,0.00586519636132,1229.6358945,313.21535177,-89.1024651607,0.00670155918125
CURRY POWDER,Tropical Heat,Herbs,180.96,29.46,13.2773992272,21.0,0.00792064129511,1229.6358945,313.21535177,-85.2834484737,0.00506225470461
CURRY POWDER,Tropical Heat,Spices,377.25,63.75,7.61912430208,22.0,0.016512278562,1229.6358945,313.21535177,-69.3201864318,0.0109544717386
DAIRY FREE CHEESE (FROZEN),0,cheese,1310.981166,185.981166,56.1178770659,7.0,0.0573818057059,1229.6358945,313.21535177,6.61539500153,0.0319580459115
DAME AL CACAO BISCUITS ( GLUTEN FREE ),NGS,Cookies,132.0,34.0,5.12047866122,22.0,0.00577765611713,1229.6358945,313.21535177,-89.2651149344,0.00584238492725
DANDELION ROOT POWDER,"Starwest Botanicals,Inc.",Herbs,819.0,159.0,6.797884495,39.0,0.0358477299994,1229.6358945,313.21535177,-33.394917661,0.0273217412774
DANDELION ROOT POWDER (ORGANIC) - LOCAL,0,Food supplements,967.861981,202.861981,27.9970492362,10.0,0.0423634370838,1229.6358945,313.21535177,-21.2887338984,0.0348587582384
DARK CHOCOLATE ( ORGANIC ) - 92% CACAO,Vivani,Chocolate,258.0,53.4,3.20082797342,22.0,0.0112926915017,1229.6358945,313.21535177,-79.0181791899,0.00917598103279
DARK CHOCOLATE (ORGANIC ) - 71% CACAO,Vivani,Chocolate,546.0,101.09,12.1583608753,23.0,0.0238984866663,1229.6358945,313.21535177,-55.596611774,0.0173707850675
DARK CHOCOLATE WITH CAPPUCCINO ( ORGANIC ),Vivani,Chocolate,27.5,5.5,0.0,25.0,0.00120367835773,1229.6358945,313.21535177,-97.7635656113,0.000945091679408
DARK CHOCOLATE WITH CRANBERRY ( ORGANIC ) - 70% CACAO,Vivani,Chocolate,549.75,127.45,11.7448078338,23.0,0.0240626246242,1229.6358945,313.21535177,-55.2916434483,0.0219003517346
DARK CHOCOLATE WITH GREEN TEA AND MANGO ( ORGANIC ),Vivani,Chocolate,189.5,35.5,7.70637382207,26.0,0.00829443813784,1229.6358945,313.21535177,-84.5889339399,0.00610013720345
DARK CHOCOLATE WITH MINT ( ORGANIC ),0,Chocolate,28.0,28.0,0.0,11.0,0.00122556341878,1229.6358945,313.21535177,-97.7229031679,0.00481137582244
DARK CHOCOLATE WITH MINT ( ORGANIC ),Vivani,Chocolate,55.0,11.0,2.70180507088,26.0,0.00240735671547,1229.6358945,313.21535177,-95.5271312227,0.00189018335882
DATE HAYANI,NGS,Fresh fruits,60.0,12.0,3.71550444462,19.0,0.00262620732597,1229.6358945,313.21535177,-95.1205067884,0.00206201820962
DATE JAM WITH ALMONDS & CLOVES (NATURAL),0,Jam,300.0,75.0,4.60819186432,9.0,0.0131310366298,1229.6358945,313.21535177,-75.6025339418,0.0128876138101
DATE ZAGHLOOL,NGS,Fresh fruits,60.0,12.0,1.52563698241,19.0,0.00262620732597,1229.6358945,313.21535177,-95.1205067884,0.00206201820962
DATES (BARHI),NGS,Fruits,456.031542,105.201542,52.0055210646,8.0,0.0199605562745,1229.6358945,313.21535177,-62.9132864419,0.0180772912736
DATES (IRAQI),NGS,Dried fruits,259.5,88.78,16.1238531135,10.0,0.0113583466848,1229.6358945,313.21535177,-78.8961918596,0.0152554980541
DATES (ZA3'LOUL),Kheir Misr,Fresh vegetables,20.97,4.47,2.85700594374,39.0,0.000917859460425,1229.6358945,313.21535177,-98.2946171225,0.000768101783082
DIGESTIVE BISCUITS WITH CHOCOLATE ( GLUTEN FREE ),0,Snacks,481.0,102.7,0.730314864543,11.0,0.0210534287298,1229.6358945,313.21535177,-60.88272942,0.0176474391773
DIGESTIVE BISCUITS WITH CHOCOLATE ( GLUTEN FREE ),Schar,Cookies,402.0,84.13,7.90535356756,25.0,0.017595589084,1229.6358945,313.21535177,-67.307395482,0.0144564659979
DILL,NGS,Organic herbs ,37.5,7.5,1.70378966056,24.0,0.00164137957873,1229.6358945,313.21535177,-96.9503167427,0.00128876138101
DILL ( CHEMICAL FREE ),0,Chemical free vegetables,71.5,16.25,10.9588260283,18.0,0.00312956373011,1229.6358945,313.21535177,-94.1852705895,0.00279231632552
DILL ( CHEMICAL FREE ),NGS,Fresh vegetables,36.0,7.29,2.15696008151,19.0,0.00157572439558,1229.6358945,313.21535177,-97.072304073,0.00125267606234
DILL (CHEMICAL FREE),0,Herbs,243.0,86.24,8.50554090397,11.0,0.0106361396702,1229.6358945,313.21535177,-80.2380524928,0.0148190375331
DISCO CIOK ( GLUTEN FREE ),0,Snacks,154.0,39.6,13.4312522195,11.0,0.00674059880331,1229.6358945,313.21535177,-87.4759674234,0.00680466009174
DISCO CIOK ( GLUTEN FREE ),Schar,Cookies,593.2,148.6,9.88282110494,30.0,0.0259644364294,1229.6358945,313.21535177,-51.7580771142,0.0255346588291
DRIED APPLE ( CHEMICAL FREE ),0,Dried fruits,544.5,162.0,13.7490117186,11.0,0.0238328314831,1229.6358945,313.21535177,-55.7185991043,0.0278372458298
DRIED APPLE ( CHEMICAL FREE ) / DEFAULT,NGS,Dried fruits,483.0,103.0,7.73465734254,25.0,0.021140968974,1229.6358945,313.21535177,-60.7200796463,0.0176989896325
DRIED APRICOTS ( CHEMICAL FREE ),0,Dried fruits,663.5,176.61,18.0433589764,11.0,0.029041476013,1229.6358945,313.21535177,-46.0409375679,0.030347753
DRIED APRICOTS ( CHEMICAL FREE ),NGS,Dried fruits,495.0,99.0,10.0233336662,24.0,0.0216662104392,1229.6358945,313.21535177,-59.7441810039,0.0170116502293
DRIED APRICOTS / 250G,NGS,Dried Fruits & Nuts,237.5,38.0,4.18712454821,45.0,0.0103954039986,1229.6358945,313.21535177,-80.6853393706,0.00652972433045
DRIED APRICOTS / 250G,NGS,Dried fruits,1830.2,501.32,7.41381820304,39.0,0.0801080774664,1229.6358945,313.21535177,48.8408079325,0.0861442474038
DRIED APRICOTS 250G,NGS,Dried fruits,1659.813205,367.613205,4.4158349189,11.0,0.0726502266451,1229.6358945,313.21535177,34.9841211066,0.0631687602338
DRIED BANANA (CHEMICAL FREE),0,Dried fruits,913.4,285.9,22.8451303938,11.0,0.0399796295256,1229.6358945,313.21535177,-25.7178483414,0.0491275838441
DRIED BANANA (CHEMICAL FREE),NGS,Dried fruits,450.0,-40.0,12.5614251612,21.0,0.0196965549447,1229.6358945,313.21535177,-63.4038009127,-0.00687339403206
DRIED BAY LEAF ( CHEMICAL FREE ),0,Herbs,342.0,105.75,30.051594812,11.0,0.014969381758,1229.6358945,313.21535177,-72.1868886936,0.0181715354722
DRIED BAY LEAF ( CHEMICAL FREE ),NGS,Herbs,120.0,24.0,10.9569472068,20.0,0.00525241465193,1229.6358945,313.21535177,-90.2410135767,0.00412403641923
DRIED BLUEBERRIES / 250G,NGS,Dried Fruits & Nuts,1240.39,378.81,4.63040925301,45.0,0.0542920217509,1229.6358945,313.21535177,0.874576413207,0.0650927598321
DRIED BLUEBERRIES / 250G,NGS,Dried fruits,8205.23,2556.26,11.4373455463,40.0,0.359143918954,1229.6358945,313.21535177,567.289401416,0.43925455571
DRIED BLUEBERRIES 250G,NGS,Dried fruits,5346.889153,1767.889153,12.4415102245,11.0,0.234033991079,1229.6358945,313.21535177,334.835155425,0.303784968839
DRIED CHERRY (CHEMICAL FREE),0,Dried fruits,588.0,168.0,13.7351628836,8.0,0.0257368317945,1229.6358945,313.21535177,-52.1809665259,0.0288682549346
DRIED CHERRY (CHEMICAL FREE),NGS,Dried fruits,574.0,110.0,16.0935749518,21.0,0.0251240500851,1229.6358945,313.21535177,-53.3195149419,0.0189018335882
DRIED COCONUT (WHOLE SALE),NGS,Whole sale,180.0,40.0,0.0,45.0,0.0078786219779,1229.6358945,313.21535177,-85.3615203651,0.00687339403206
DRIED COCONUT (WHOLE SALE) / 1KG,NGS,Whole sale,180.0,40.0,2.05959095796,34.0,0.0078786219779,1229.6358945,313.21535177,-85.3615203651,0.00687339403206
DRIED CRANBERRIES / 226G,Bob's Red Mill,Dried Fruits & Nuts,580.3,76.3,3.26436116811,39.0,0.0253998018543,1229.6358945,313.21535177,-52.8071681547,0.0131109991161
DRIED CRANBERRY,0,Dried fruits,2472.734315,623.984315,15.3097842262,11.0,0.108231882887,1229.6358945,313.21535177,101.094838404,0.10722225167
DRIED CRANBERRY / 200G,NGS,Dried fruits,17477.037,9957.0295,15.5489317111,40.0,0.764972043426,1229.6358945,313.21535177,1321.31805669,1.71096467856
DRIED CRANBERRY / 250G,NGS,Dried Fruits & Nuts,916.81,279.99,4.87060027731,45.0,0.040128885642,1229.6358945,313.21535177,-25.4405304772,0.0481120398759
DRIED CRANBERRY 200G,NGS,Dried fruits,4268.748177,1428.838177,44.1568848351,12.0,0.186843628919,1229.6358945,313.21535177,247.155462532,0.245524194964
DRIED CURRANTS / 250G,NGS,Dried Fruits & Nuts,215.72,65.88,1.58780831056,44.0,0.00944209073929,1229.6358945,313.21535177,-82.4565954064,0.0113204799708
DRIED DATES ( CHEMICAL FREE ),0,Dried fruits,848.4,275.15,8.72637419143,11.0,0.0371345715892,1229.6358945,313.21535177,-31.0039659873,0.047280359198
DRIED DATES ( CHEMICAL FREE ),NGS,Dried fruits,400.0,71.79,13.9112248081,23.0,0.0175080488398,1229.6358945,313.21535177,-67.4700452557,0.012336023939
DRIED DATES (KHEIR MISR) / 500G,Kheir Misr,Dried Fruits & Nuts,350.0,237.14,3.52649238414,40.0,0.0153195427348,1229.6358945,313.21535177,-71.5362895987,0.040748916519
DRIED DATES - KHEIR MISR / 500G,Kheir Misr,Dried Fruits & Nuts,600.0,465.0,1.33739079448,45.0,0.0262620732597,1229.6358945,313.21535177,-51.2050678835,0.0799032056226
DRIED FIGS ( CHEMICAL FREE ),0,Dried fruits,456.746961,106.496961,28.0869683277,11.0,0.0199918702515,1229.6358945,313.21535177,-62.8551050727,0.0182998894042
DRIED FIGS ( CHEMICAL FREE ),NGS,Dried fruits,75.0,15.0,0.0,19.0,0.00328275915746,1229.6358945,313.21535177,-93.9006334854,0.00257752276202
DRIED FIGS ( CHEMICAL FREE ) / DEFAULT,NGS,Dried fruits,190.0,38.0,8.45074598748,25.0,0.00831632319889,1229.6358945,313.21535177,-84.5482714965,0.00652972433045
DRIED FIGS / 250G,NGS,Dried Fruits & Nuts,226.8,51.3,2.47140585617,45.0,0.00992706369215,1229.6358945,313.21535177,-81.55551566,0.00881512784611
DRIED FRUIT MIX ( CHEMICAL FREE ),0,Dried fruits,1527.585802,420.085802,10.3698716272,11.0,0.0668626170709,1229.6358945,313.21535177,24.2307425177,0.0721853811105
DRIED FRUIT MIX ( CHEMICAL FREE ) / DEFAULT,NGS,Dried fruits,1355.0,290.78,14.1087036786,25.0,0.0593085154447,1229.6358945,313.21535177,10.1952216963,0.049966137916
DRIED GOJI BERRIES,0,Dried fruits,735.0,147.0,14.9006612886,19.0,0.0321710397431,1229.6358945,313.21535177,-40.2262081573,0.0252597230678
DRIED GOJI BERRIES,NGS,Dried fruits,1574.381015,441.001015,27.582070054,11.0,0.0689108492576,1229.6358945,313.21535177,28.0363579206,0.0757793436158
DRIED GOJI BERRIES / 250G,NGS,Dried Fruits & Nuts,1363.5,489.6,4.03968522882,39.0,0.0596805614826,1229.6358945,313.21535177,10.8864832346,0.0841303429524
DRIED GOJI BERRIES / 250G,NGS,Super foods,800.25,387.91,3.86100106053,45.0,0.0350270402101,1229.6358945,313.21535177,-34.9197592897,0.0666564569744
DRIED GRAPEFRUIT ( CHEMICAL FREE ),0,Dried fruits,175.0,43.75,16.9522295584,8.0,0.0076597713674,1229.6358945,313.21535177,-85.7681447994,0.00751777472256
DRIED GRAPFRUIT ( CHEMICAL FREE ),NGS,Dried fruits,15.0,3.0,0.0,23.0,0.000656551831492,1229.6358945,313.21535177,-98.7801266971,0.000515504552404
DRIED KIWI (CHEMICAL FREE),0,Dried fruits,626.5,158.5,14.5942967136,11.0,0.0274219814953,1229.6358945,313.21535177,-49.0499583817,0.027235823852
DRIED KIWI (CHEMICAL FREE),NGS,Dried fruits,150.0,30.0,7.58986531131,22.0,0.00656551831492,1229.6358945,313.21535177,-87.8012669709,0.00515504552404
DRIED KIWI (WHOLE SALE),NGS,Whole sale,180.0,40.0,0.0,45.0,0.0078786219779,1229.6358945,313.21535177,-85.3615203651,0.00687339403206
DRIED LEMONGRASS (CHEMICAL FREE ),NGS,Herbs,25.0,5.0,0.0,25.0,0.00109425305249,1229.6358945,313.21535177,-97.9668778285,0.000859174254007
DRIED LEMONGRASS (CHEMICAL FREE),0,Herbal Drinks,125.0,27.5,17.4618943088,10.0,0.00547126526243,1229.6358945,313.21535177,-89.8343891424,0.00472545839704
DRIED MANGO (CHEMICAL FREE),0,Dried fruits,1136.0,327.5,26.1411223805,12.0,0.049722858705,1229.6358945,313.21535177,-7.61492852619,0.0562759136375
DRIED MANGO (CHEMICAL FREE) / DEFAULT,NGS,Dried fruits,890.0,178.0,9.13790183636,25.0,0.0389554086685,1229.6358945,313.21535177,-27.6208506939,0.0305866034426
DRIED MUSHROOM (CHEMICAL FREE),0,Vegetables,518.0,137.75,9.44881063229,10.0,0.0226729232475,1229.6358945,313.21535177,-57.8737086061,0.0236702506979
DRIED MUSHROOM (CHEMICAL FREE),NGS,Herbs,191.0,35.0,7.3086951158,19.0,0.00836009332099,1229.6358945,313.21535177,-84.4669466096,0.00601421977805
DRIED NECTARINE  ( CHEMICAL FREE ),NGS,Dried fruits,50.0,10.0,0.0,25.0,0.00218850610497,1229.6358945,313.21535177,-95.933755657,0.00171834850801
DRIED NECTARINE (CHEMICAL FREE),0,organic dried fruits ,42.0,12.0,0.0,10.0,0.00183834512818,1229.6358945,313.21535177,-96.5843547518,0.00206201820962
DRIED PEACH ( CHEMICAL FREE ),NGS,Dried fruits,50.0,10.0,0.0,25.0,0.00218850610497,1229.6358945,313.21535177,-95.933755657,0.00171834850801
DRIED PEACH (CHEMICAL FREE),0,organic dried fruits ,294.0,84.0,21.4814044039,10.0,0.0128684158972,1229.6358945,313.21535177,-76.0904832629,0.0144341274673
DRIED PEAR ( CHEMICAL FREE ),0,Dried fruits,380.0,93.5,15.2172753575,11.0,0.0166326463978,1229.6358945,313.21535177,-69.0965429929,0.0160665585499
DRIED PEAR ( CHEMICAL FREE ),NGS,Dried fruits,80.0,16.0,3.71550444462,19.0,0.00350160976795,1229.6358945,313.21535177,-93.4940090511,0.00274935761282
DRIED PEARS (CHEMICAL FREE ) / DEFAULT,NGS,Dried fruits,75.0,15.0,1.63508398119,25.0,0.00328275915746,1229.6358945,313.21535177,-93.9006334854,0.00257752276202
DRIED PEPPERS (CHEMICAL FREE),0,Vegetables,60.0,12.0,14.720269044,8.0,0.00262620732597,1229.6358945,313.21535177,-95.1205067884,0.00206201820962
DRIED PINAPPLE (WHOLE SALE),NGS,Whole sale,360.0,80.0,0.0,45.0,0.0157572439558,1229.6358945,313.21535177,-70.7230407301,0.0137467880641
DRIED PRUNE WITH PITS / 250G,NGS,Dried fruits,1123.1,416.99,7.43526715145,39.0,0.0491582241299,1229.6358945,313.21535177,-8.66401956669,0.0716534144357
DRIED PRUNE WITH PITS / 250G,NGS,Super foods,219.2,79.2,3.1285973403,45.0,0.0095944107642,1229.6358945,313.21535177,-82.1735848001,0.0136093201835
DRIED PRUNE WITH PITS 250G,NGS,Dried fruits,451.2,118.7,12.7949884439,11.0,0.0197490790913,1229.6358945,313.21535177,-63.3062110484,0.0203967967901
DRIED PRUNES (CHEMICAL FREE),0,Dried fruits,588.0,168.0,21.4814044039,10.0,0.0257368317945,1229.6358945,313.21535177,-52.1809665259,0.0288682549346
DRIED PRUNES (CHEMICAL FREE),NGS,Dried fruits,420.0,84.0,8.64455493698,20.0,0.0183834512818,1229.6358945,313.21535177,-65.8435475185,0.0144341274673
DRIED PRUNES WITH PITS / 250G,abu auf,Nuts & Dried Fruits,11.38,2.63,0.0,47.0,0.000498103989492,1229.6358945,313.21535177,-99.0745227875,0.000451925657608
DRIED SOUP MIX (CHEMICAL FREE),0,Vegetables,570.0,168.5,15.2172753575,11.0,0.0249489695967,1229.6358945,313.21535177,-53.6448144894,0.02895417236
