Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
80004,Chicken liver - Hormone free (frozen),<p>1 kg</p>,Shahd,Poultry,Frozen,true,Title,Default Title,,,,,80004,0,shopify,1,deny,manual,41.00,41.00,true,false,,https://cdn.shopify.com/s/files/1/0106/4982/products/ab27061c0d5af8c6e4b619f78fca068784fb2147_b49f4633-d116-4c4b-b51f-52181704f4d5.jpeg?v=1448475678,,false,,,,,,,,,,,,,,,,,kg
801001,Moringa Oleifera Powder (natural),"<p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;"">Weight: 100g</span></p>
<p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;"">Description:</span></p>
<p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;"">Moringa Oleifera is a plant native to the sub-Himalayan areas of India that has an impressive range of medicinal uses with high nutritional value and many medicinal benefits.</span></p>
<p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;"">Health Benefits:</span></p>
<p class=""MsoListParagraphCxSpFirst"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol; mso-bidi-language: AR-EG;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;"">Highly nutritious rich in proteins, vitamins, iron which is a potent treatment for anemia </span></p>
<p class=""MsoListParagraphCxSpMiddle"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol; mso-bidi-language: AR-EG;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;"">Helps in weight loss </span></p>
<p class=""MsoListParagraphCxSpMiddle"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol; mso-bidi-language: AR-EG;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;"">Rich in anti-oxidants  having anti-aging effects and anti-inflammatory properties</span></p>
<p class=""MsoListParagraphCxSpMiddle"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol; mso-bidi-language: AR-EG;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;"">May lower blood sugar levels </span></p>
<p class=""MsoListParagraphCxSpMiddle"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol; mso-bidi-language: AR-EG;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;"">Can lower cholesterol levels reducing heart related diseases</span></p>
<p class=""MsoListParagraphCxSpMiddle"" style=""text-indent: -.25in; mso-list: l0 level1 lfo1;""><!--[if !supportLists]--><span style=""font-size: 14.0pt; line-height: 115%; font-family: Symbol; mso-fareast-font-family: Symbol; mso-bidi-font-family: Symbol; mso-bidi-language: AR-EG;"">·<span style=""font-stretch: normal; font-size: 7pt; line-height: normal; font-family: 'Times New Roman';"">        </span></span><!--[endif]--><span dir=""LTR""></span><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;"">Known as a miracle plant helping in curing asthma, arthritis, cancers, stomach pains &amp; digestive problems, headaches, thyroid disorders, infections and strengthens  immunity.</span></p>
<p class=""MsoListParagraphCxSpLast""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;""> </span></p>
<p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;"">Usage:</span></p>
<p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;"">Put ½ a tea spoon of Moringa powder in a cup and add hot, NOT boiling water to it. Let it steep for 5 minutes, and enjoy the healthiest tea ever !</span></p>
<p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;"">Precautions: N/A </span></p>
<p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;"">Storage: </span></p>
<p class=""MsoNormal""><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-bidi-language: AR-EG;"">Keep in an air tight container in a dry, cool and dark place.</span></p>
<p><span style=""font-size: 14.0pt; line-height: 115%; font-family: 'Century Gothic','sans-serif'; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-bidi-font-family: Arial; mso-bidi-theme-font: minor-bidi; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-EG;"">Origin: EGYPT</span></p>
<p><img alt="""" src=""//i.imgur.com/9qAFkeb.png"" height=""75"" width=""96""> <img alt="""" src=""//i.imgur.com/MGY833r.png"" height=""75"" width=""96""> <img alt="""" src=""//i.imgur.com/lTWJmyp.png"" height=""75"" width=""96""><img alt="""" src=""//i.imgur.com/8jHwUik.png"" height=""75"" width=""96""></p>",Moringa Research Farm,Food supplements,"Beverages, Chemical free, High performance, sugar free, super foods, Vegan",true,Title,Default Title,,,,,801001,0,shopify,24,deny,manual,56.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
621002,Mandarin,<p>1kg</p>,EGY VEGGIE,Fruits,Fresh,true,Title,Default Title,,,,,621002,0,shopify,0,deny,manual,10.00,10.00,true,false,,https://cdn.shopify.com/s/files/1/0106/4982/products/Mandarin.jpg?v=1450799094,,false,,,,,,,,,,,,,,,,,kg
10003,Wild Royal Dorad (Denees),"<p>400g - 500g (1 fish)</p>
<p>Local Frozen)</p>",ABO,Sea Food,"Fish, Frozen, Local",true,Title,Default Title,,,,,10003,0,shopify,5,deny,manual,55.80,62.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
10011,Wild Yellow FinTuna Steak,"<p>440g - 500g (1pcs)</p>
<p>Thailand (frozen)</p>",ABO,Sea Food,"Fish, Frozen, Imported",true,Title,Default Title,,,,,10011,0,shopify,2,deny,manual,144.00,160.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
10009,Wild Shrimp (small),"<p>500g</p>
<p>Local (frozen)</p>",ABO,Sea Food,"Frozen, Local, Sea food",true,Title,Default Title,,,,,10009,0,shopify,-3,deny,manual,70.20,78.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
10007,Wild Shrimp (medium),"<p>500g</p>
<p>Local (frozen)</p>",ABO,Sea Food,"Frozen, Local, Sea food",true,Title,Default Title,,,,,10007,0,shopify,-2,deny,manual,99.00,110.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
10008,Wild Shrimp (large),"<p>500g</p>
<p>Local (frozen)</p>",ABO,Sea Food,"Frozen, Local, Sea food",true,Title,Default Title,,,,,10008,0,shopify,3,deny,manual,178.20,198.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
10006,Wild Seabass Fillet,"<p>PCS</p>
<p>Local (fozen)</p>",ABO,Sea Food,"Fish, Frozen, Local",false,Title,Default Title,,,,,10006,0,shopify,0,deny,manual,118.80,132.00,true,,,,,false,,,,,,,,,,,,,,,,,kg
10005,Wild Sardines,"<p>250g - 300g (3 fish)</p>
<p>Local (frozen)</p>",ABO,Sea Food,"Fish, Frozen, Local",true,Title,Default Title,,,,,10005,0,shopify,0,deny,manual,10.80,12.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
10004,Wild Morgan,<p>550g - 600g (2 fish)</p>,ABO,Sea Food,"Fish, Frozen, Local",true,Title,Default Title,,,,,10004,0,shopify,3,deny,manual,66.60,74.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
10012,Wild Hamour Fillet,"<p>725g - 750g (1 pcs)</p>
<p>Local (frozen)</p>",ABO,Sea Food,"Fish, Frozen, Local",true,Title,Default Title,,,,,10012,0,shopify,0,deny,manual,131.40,146.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
10013,Wild Lobster,"<p>1.2kg - 1.4kg</p>
<p>Local (frozen)</p>",ABO,Sea Food,"Frozen, Local, Sea food",true,Title,Default Title,,,,,10013,0,shopify,3,deny,manual,324.00,360.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
10010,Wild Grouper Fillet (Wa2ar),"<p>1.1 kg (1 pcs)</p>
<p>Local (frozen)</p>",ABO,Sea Food,"Fish, Frozen, Local",true,Title,Default Title,,,,,10010,0,shopify,0,deny,manual,306.00,340.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
501049,pak choi (chemical free),<p>Per pack</p>,Tabiey,Vegetables,"Chemical free, Greens",true,Title,Default Title,,,,,501049,0,shopify,4,deny,manual,5.40,6.00,true,false,,https://cdn.shopify.com/s/files/1/0106/4982/products/Pak_Choi.jpg?v=1450799540,,false,,,,,,,,,,,,,,,,,kg
461044,Green beans (chemical free),<p>Net weight 250g</p>,Sara nour,Vegetables,"Chemical free, Fresh",true,Title,Default Title,,,,,461044,0,shopify,1,deny,manual,13.50,15.00,true,false,,https://cdn.shopify.com/s/files/1/0106/4982/products/Green_Beans_5153caaa-5592-4fa5-8c54-0f87449fb7d8.jpg?v=1450798030,,false,,,,,,,,,,,,,,,,,kg
341056,Celery (chemical free),<p>pack</p>,MAKAR,Herbs,"Chemical free, Fresh",true,Title,Default Title,,,,,341056,0,shopify,9,deny,manual,8.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701031,Fresh Ginger,<p>250g</p>,Farm,General,Fresh,false,Title,Default Title,,,,,701031,0,shopify,13,deny,manual,12.00,,true,false,"",,,false,,,,,,,,,,,,,,,,,kg
701032,Red Onion,<p>500g</p>,Farm,General,Fresh,false,Title,Default Title,,,,,701032,0,shopify,0,deny,manual,3.00,,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/1e25db82c0192e0fcf111797352735590d732523.jpeg?v=1447696395,,false,,,,,,,,,,,,,,,,,kg
701029,Zucchini,<p>500g</p>,Farm,General,Fresh,false,Title,Default Title,,,,,701029,0,shopify,0,deny,manual,5.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701035,Parsely,<p>Pack</p>,Farm,General,Fresh,false,Title,Default Title,,,,,701035,0,shopify,0,deny,manual,6.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701033,Cucumber,<p>500g</p>,Farm,General,Fresh,false,Title,Default Title,,,,,701033,0,shopify,21,deny,manual,5.00,,true,false,"",,,false,,,,,,,,,,,,,,,,,kg
701034,Cabbage,<p>Piece</p>,Farm,General,Fresh,false,Title,Default Title,,,,,701034,0,shopify,0,deny,manual,9.00,,true,false,,https://cdn.shopify.com/s/files/1/0106/4982/products/Cabbage.jpg?v=1450797200,,false,,,,,,,,,,,,,,,,,kg
701037,Broccoli,<p>Pack</p>,Farm,General,"Fresh, High grade",false,Title,Default Title,,,,,701037,0,shopify,0,deny,manual,6.00,,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/408d86ebe97532a2a4c3e86c577bb28efca3d11d.jpeg?v=1447696433,,false,,,,,,,,,,,,,,,,,kg
701036,Beetroot,<p>500g</p>,Farm,General,Fresh,false,Title,Default Title,,,,,701036,0,shopify,1,deny,manual,6.00,,true,false,,https://cdn.shopify.com/s/files/1/0106/4982/products/8959d9d25a5f05f0c87bf66ed4e1f81e9984bdf0.jpeg?v=1447696067,,false,,,,,,,,,,,,,,,,,kg
701030,Avocados,<p>500g</p>,Farm,General,Fresh,false,Title,Default Title,,,,,701030,0,shopify,0,deny,manual,34.00,,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/f7465132fc6ea27424c8d56c7f8311e2f5664ac5.png?v=1447695810,,false,,,,,,,,,,,,,,,,,kg
701028,Garlic (Peeled),<p>100g</p>,Farm,General,Fresh,false,Title,Default Title,,,,,701028,0,shopify,-3,deny,manual,5.00,,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/c8320f96cb8e55a121f8cc2fa73ed41a912d2022.jpeg?v=1447696330,,false,,,,,,,,,,,,,,,,,kg
811001,Chicken Breast Shawerma (Chemical free) - frozen,<p>400 g</p>,NGS kitchen,Prepared food,"Chemical free, Frozen, Poultry",true,Title,Default Title,,,,,811001,0,shopify,11,deny,manual,67.00,,true,false,"",,,false,,,,,,,,,,,,,,,,,kg
791002,Coconut Milk (organic) - With Agave,<p>1L</p>,Service,Non-dairy milk,Organic,true,Title,Default Title,,,,,791002,0,shopify,-3,deny,manual,46.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
791001,Almond Milk (organic) - Sugar-Free,<p>1L</p>,Service,Non-dairy milk,"Organic, sugar free",true,Title,Default Title,,,,,791001,0,shopify,0,deny,manual,46.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
271003,Hurom HF Juicer,"<p>The Hurom HF has a premium stainless steel body, it uses Hurom's second generation Slow Squeezing technology, slowly pressing the ingredients 2 times more slowly and providing more freshness. It includes a pulp control lever, and an increased chamber capacity of 500ml.  It has an advanced easy cleaning system and comes with a free recipe book! The HF comes with a 10 year warranty on the motor and a 2 year warranty on the spare parts.</p>",Hurom,Home appliance,Kitchen equipment,true,Title,Default Title,,,,,271003,0,,-2,continue,manual,5250.00,,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/HF_Juicer.jpg?v=1448438945,,false,,,,,,,,,,,,,,,,,kg
271002,Hurom HH Juicer,"<p><span style=""font-size: 12.8px;"">The </span><span style=""font-size: 12.8px;"">Hurom</span><span style=""font-size: 12.8px;""> HH Juicer uses </span><span style=""font-size: 12.8px;"">Hurom</span><span style=""font-size: 12.8px;"">'s second generation Slow Squeezing technology, slowly pressing the ingredients 2 times more slowly and providing more freshness. It includes a pulp control lever, and an increased chamber capacity of 500ml.  It has an advanced easy cleaning system and comes with a free recipe book! The HH comes with a 10 year warranty on the motor and a 2 year warranty on the spare parts.</span></p>",Hurom,Home appliance,Kitchen equipment,true,Title,Default Title,,,,,271002,0,,0,continue,manual,4650.00,,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/juicer_3_2.jpg?v=1448439020,,false,,,,,,,,,,,,,,,,,kg
501029,Red Cabbage (chemical free),<p>Piece</p>,Tabiey,Vegetables,"Chemical free, Fresh",true,Title,Default Title,,,,,501029,0,shopify,0,deny,manual,9.00,10.00,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/24c87d161350ce73916e75a39a34bf8d32dbd645.jpeg?v=1447605719,,false,,,,,,,,,,,,,,,,,kg
501007,Broccoli (chemical free),<p>Piece</p>,Tabiey,Vegetables,"Chemical free, Fresh",true,Title,Default Title,,,,,501007,0,shopify,0,deny,manual,13.50,15.00,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/Broccoli_e583b71d-0cc6-4234-a447-d6c368f5cf95.jpg?v=1450797138,,false,,,,,,,,,,,,,,,,,kg
501052,Cabbage (chemical free),<p>Piece</p>,Tabiey,Vegetables,"Chemical free, Fresh",true,Title,Default Title,,,,,501052,0,shopify,0,deny,manual,9.00,10.00,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/Cabbage_c430a620-7cf9-44e9-9053-77d5ec0fe026.jpg?v=1450797230,,false,,,,,,,,,,,,,,,,,kg
431003,Black Pepper grinder,,PRIMA,Spices,Spices,true,Title,Default Title,,,,,431003,0,shopify,0,deny,manual,41.00,,true,false,"",,,false,,,,,,,,,,,,,,,,,kg
copy-of-ngs-essentials-box-option-1,NGS Essentials Box (Option 2),"<meta charset=""utf-8"">
<div class=""gmail_default"">
<ul>
<li><span style=""line-height: 1.5;"">1 Cranberry powder Pack (75g)</span></li>
<li><span style=""line-height: 1.5;"">1 Raw Sunflower seeds pack (566g)</span></li>
<li><span style=""line-height: 1.5;"">1 Organic Chia seeds pack (453g)</span></li>
<li><span style=""line-height: 1.5;"">1 Organic crushed Linseeds/Flaxseeds Pack (180g)</span></li>
<li><span style=""line-height: 1.5;"">1 Organic Pumpkinseeds Pack (680g)</span></li>
<li><span style=""line-height: 1.5;"">1 Organic Coconut oil Jar (500ml)</span></li>
<li><span style=""line-height: 1.5;"">1 Organic Dulse Flakes (42g)</span></li>
<li><span style=""line-height: 1.5;"">1 Organic Raw Honey Jar (250g)</span></li>
<li><span style=""line-height: 1.5;"">1 Sea Salt Jar Fine Grind (453g)</span></li>
<li><span style=""line-height: 1.5;"">1 Nutritional Yiest Pack </span></li>
<li><span style=""line-height: 1.5;"">1 Miso Pack </span></li>
<li><span style=""line-height: 1.5;"">2 Coconut Milk Pack </span></li>
</ul>
</div>",NGS,"","",false,Title,Default Title,,,,,"",0,,1,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0106/4982/products/Option_2.jpg?v=1447348523,,false,,,,,,,,,,,,,,,,,kg
ngs-essentials-box-option-1,NGS Essentials Box (Option 1),"<meta charset=""utf-8"">
<div class=""gmail_default"">
<ul>
<li><span style=""line-height: 1.5;"">1 Cranberry powder Pack (75g)</span></li>
<li><span style=""line-height: 1.5;"">1 Raw Sunflower seeds pack (566g)</span></li>
<li><span style=""line-height: 1.5;"">1 Organic Chia seeds pack (453g)</span></li>
<li><span style=""line-height: 1.5;"">1 Organic crushed Linseeds/Flaxseeds Pack (180g)</span></li>
<li><span style=""line-height: 1.5;"">1 Organic Pumpkinseeds Pack (680g)</span></li>
<li><span style=""line-height: 1.5;"">1 Organic Coconut oil Jar (500ml)</span></li>
<li><span style=""line-height: 1.5;"">1 Organic Dulse Flakes (42g)</span></li>
<li><span style=""line-height: 1.5;"">1 Organic Raw Honey Jar (250g)</span></li>
<li><span style=""line-height: 1.5;"">1 Sea Salt Jar Fine Grind (453g)</span></li>
<li><span style=""line-height: 1.5;"">1 Nutrional Yiest Pack </span></li>
<li><span style=""line-height: 1.5;"">1 Miso Pack </span></li>
<li><span style=""line-height: 1.5;"">2 Unsweetened Almond Milk Pack </span></li>
</ul>
</div>",NGS,"","",false,Title,Default Title,,,,,"",0,,1,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0106/4982/products/Option_1.jpg?v=1447349280,,false,,,,,,,,,,,,,,,,,kg
281162,Quick Cooking Oats (gluten free),<p>Net weigh 907g</p>,Hv,Cereal,gluten free,true,Title,Default Title,,,,,281162,0,shopify,20,deny,manual,72.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
771021,Arugula - chemical free (aquaponic),<p>100g</p>,Napta Concept,Vegetables,"Aquaponics, Chemical free, Fresh, Greens, herbs",false,Title,Default Title,,,,,771021,0,shopify,0,deny,manual,5.40,6.00,true,false,"",,,false,,,,,,,,,,,,,,,,,kg
781001,Quinoa white - Local,<p>450g</p>,Dandara farms,Seeds,"High performance, Natural, Super food, Whole grain",true,Title,Default Title,,,,,781001,0,shopify,16,deny,manual,45.00,,true,false,"",,,false,,,,,,,,,,,,,,,,,kg
701013,Sweet Pineapple,<p>Piece</p>,Farm,Fruits,"Fresh, High grade",false,Title,Default Title,,,,,701013,0,shopify,0,deny,manual,26.10,29.00,true,false,"",,,false,,,,,,,,,,,,,,,,,kg
501005,Balady Whole Chicken(chemical free),<p>750-1000 kg frozen</p>,Tabiey,Poultry,"Chemical free, Frozen",true,Title,Default,,,,,501005,0,shopify,58,deny,manual,45.00,50.00,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/d81839bf2da584f3224726d8a23872677a659c39.jpeg?v=1447168198,,false,,,,,,,,,,,,,,,,,kg
281160,Burdock Root Powder,<p>75g</p>,Hv,Food supplements,"Facial products, Herbal medicine, Weight loss",true,Title,Default Title,,,,,281160,0,shopify,3,deny,manual,40.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
721019,Whole Wheat Waffles,6 Piece,N republic,Prepared food,"Frozen, Whole wheat",true,Title,Default Title,,,,,721019,0,shopify,5,deny,manual,40.00,,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/N_Republic__Waffles_Sticker.jpg?v=1447683724,,false,,,,,,,,,,,,,,,,,kg
721020,Whole Wheat Spinach Pastry,8 Piece,N republic,Prepared food,"Frozen, Whole wheat",true,Title,Default Title,,,,,721020,0,shopify,2,deny,manual,45.00,,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/N_Republic__spinach_pastry_Sticker.jpg?v=1447683681,,false,,,,,,,,,,,,,,,,,kg
701026,Youssfi (Tangerine),<p>1 Kg</p>,Farm,Fruits,"Fresh, High grade",false,Title,Default Title,,,,,701026,0,shopify,0,deny,manual,4.50,5.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701015,Thyme,<p>Pack</p>,Farm,Herb,"Fresh, High grade",false,Title,Default Title,,,,,701015,0,shopify,-1,deny,manual,5.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701016,Rosemary,<p>Pack</p>,Farm,Herb,"Fresh, High grade",false,Title,Default Title,,,,,701016,0,shopify,-1,deny,manual,6.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701017,Red Radish,<p>500g</p>,Farm,Vegetable,"Fresh, High grade",false,Title,Default Title,,,,,701017,0,shopify,1,deny,manual,5.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701024,Red Cabbage,<p>Piece</p>,Farm,Vegetable,"Fresh, High grade",true,Title,Default Title,,,,,701024,0,shopify,5,deny,manual,9.00,,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/24c87d161350ce73916e75a39a34bf8d32dbd645_ba8f843c-fb16-4376-bddd-be754bfbbd3c.jpeg?v=1447696352,,false,,,,,,,,,,,,,,,,,kg
701025,Pomegranate (Peeled),<p>Pack 230 - 250 g</p>,Farm,Fruits,"Fresh, High grade",false,Title,Default Title,,,,,701025,0,shopify,0,deny,manual,7.20,8.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701020,Baby Pears,<p>500g</p>,Farm,Fruits,"Fresh, High grade",false,Title,Default Title,,,,,701020,0,shopify,2,deny,manual,12.60,14.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701019,Navel Orange,<p>1 Kg</p>,Farm,Fruits,"Fresh, High grade",true,Title,Default Title,,,,,701019,0,shopify,13,deny,manual,5.40,6.00,true,false,,https://cdn.shopify.com/s/files/1/0106/4982/products/Navel_Orange.jpg?v=1450799290,,false,,,,,,,,,,,,,,,,,kg
701012,Mango (Keet),<p>Piece 800 - 1000 g</p>,Farm,Fruits,"Fresh, High grade",false,Title,Default Title,,,,,701012,0,shopify,0,deny,manual,18.90,21.00,true,false,"",,,false,,,,,,,,,,,,,,,,,kg
701022,Keshta Khadra,<p>1 kg</p>,Farm,Fruits,"Fresh, High grade",false,Title,Default Title,,,,,701022,0,shopify,0,deny,manual,46.80,52.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701021,Kaki Fruit,<p>1 Kg</p>,Farm,Fruits,"Fresh, High grade",false,Title,Default Title,,,,,701021,0,shopify,0,deny,manual,6.30,7.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701018,Green Onion,<p>Pack 230 - 250 g</p>,Farm,Vegetable,"Fresh, High grade",false,Title,Default Title,,,,,701018,0,shopify,2,deny,manual,3.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701023,Green Iceberg Lettuce,<p>Piece</p>,Farm,Vegetable,"Fresh, High grade",false,Title,Default Title,,,,,701023,0,shopify,0,deny,manual,3.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701027,Cherry Tomato,<p>500g</p>,Farm,Vegetable,"Fresh, High grade",false,Title,Default Title,,,,,701027,0,shopify,2,deny,manual,11.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701014,Celery,<p>Pack</p>,Farm,Herb,"Fresh, High grade",false,Title,Default Title,,,,,701014,0,shopify,0,deny,manual,8.00,,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701011,Green Apples,<p>1 Kg</p>,Farm,Fruits,"Heathy snack, High fiber, High in Vitamines, High minerals",false,Title,Default Title,,,,,701011,0,shopify,8,deny,manual,27.90,31.00,true,false,,,,false,,,,,,,,,,,,,,,,,kg
701010,Bananas,<p>1 Kg</p>,Farm,Fruits,"Digestion aid, Heathy snack, High performance, High potassium, Lower blood pressure, Stomach friendly",false,Title,Default Title,,,,,701010,0,shopify,0,deny,manual,19.80,22.00,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/85152ace212da6cb6f188aec8ad30a3141571946.jpeg?v=1447695913,,false,,,,,,,,,,,,,,,,,kg
751007,Vegan Pizza,<p>1 person</p>,Vegan Restaurant,Prepared food,"10%, Pizza, Vegan",true,Title,Default Title,,,,,751007,0,shopify,3,deny,manual,45.00,50.00,true,false,"",,,false,,,,,,,,,,,,,,,,,kg
751003,Vegan Coconut Truffles,<p>10 pieces</p>,Vegan Restaurant,Snacks,"10%, Coconut, Sweets, Truffles, Vegan",true,Title,Default Title,,,,,751003,0,shopify,0,deny,manual,45.00,50.00,true,false,"",https://cdn.shopify.com/s/files/1/0106/4982/products/DSC_0008.jpg?v=1447336090,,false,,,,,,,,,,,,,,,,,kg
