Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Gross Profit,Revenue,Cost of Goods,Margin,Tax
Inside Cairo delivery fee,InsideCairodeliveryfee,,Freight,Freight,Delivery,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,280.000000,990.000000,1140.000000,1240.000000,1110.000000,1250.000000,1270.000000,650.000000,410.000000,1139.000000,820.000000,800.000000,708.761412,730.000000,640.000000,720.000000,900.000000,1210.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16007.761412,18207.761412,2200.000000,0.879172,0.000000
Balady Whole Chicken(chemical free) / Default,501005,,,Tabiey,Poultry,"Frozen, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,370.000000,-10.000000,170.000000,420.000000,540.943396,440.000000,360.229340,407.328391,676.640000,3375.141127,17598.501127,14223.360000,0.191786,0.000000
Maple syrup (organic),281102,,,Hv,Sweeteners,"Organic, Sweeteners",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.750000,1138.500000,471.500474,64.847938,396.000000,272.250000,480.600000,415.324793,156.750000,142.500000,3563.023205,14948.773205,11385.750000,0.238349,0.000000
Cairo,Cairo,,Freight,Freight,General,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,90.000000,2445.000000,1050.000000,705.000000,987.374904,1698.236995,1903.656250,2165.138042,2073.087930,1063.718447,14181.212568,14181.212568,0.000000,1.000000,0.000000
Beef cubes (chemical free) - frozen,151001,,NGS,El rancho,Beef,"Frozen, Chemical free, Beef",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,666.500000,791.560000,129.965097,211.090000,486.000000,240.030000,427.134626,671.768114,247.000000,3871.047837,14080.077837,10209.030000,0.274931,0.000000
Avocados (imported),20002,,NGS,Agrovate,Fruits,Fresh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,796.000000,292.500000,95.000000,341.500000,594.500000,492.722082,453.742824,537.462287,368.700000,3972.127193,13267.827193,9295.700000,0.299380,0.000000
Balady eggs (organic),461002,,,Sara nour,Eggs,"Organic, Eggs",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,414.000000,380.500000,175.500000,344.500000,351.000000,481.000000,531.800135,361.384953,183.700000,3232.385088,12822.385088,9590.000000,0.252089,0.000000
Avocado,Avocado,,Kheir Misr,Rafic,Fresh fruits,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55.800000,142.600000,130.200000,186.000000,105.400000,175.950000,172.240000,54.190000,83.640000,160.310000,90.610000,132.430000,50.395673,62.730000,53.860000,77.940000,118.640000,101.520000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1954.455673,12049.565673,10095.110000,0.162201,0.000000
Coconut oil,281015,,,Hv,Oil,"Super food, Weight loss, Oil",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,109.000000,255.000000,75.000000,375.000000,250.000000,695.642334,515.337838,340.140647,245.000000,2860.120819,11703.120819,8843.000000,0.244390,0.000000
Beef escalope (chemical free) - frozen,151002,,NGS,El rancho,Beef,"Frozen, Chemical free, Beef",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,651.000000,375.780000,125.090000,0.000000,153.000000,569.519090,218.552700,456.017237,297.400000,2846.359028,11229.349028,8382.990000,0.253475,0.000000
Beef mince (chemical free) - frozen,151007,,NGS,El rancho,Beef,"Frozen, Chemical free, Beef",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.000000,312.000000,16.880000,354.480000,573.920000,506.720656,412.922303,621.670345,131.340000,2981.933303,10344.633303,7362.700000,0.288259,0.000000
Unsweetened almond milk,281046,,,Hv,Non-dairy milk,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,834.750000,772.500000,201.250000,318.500000,227.500000,0.000000,0.000000,0.000000,0.000000,2361.500000,10191.000000,7829.500000,0.231724,0.000000
Apple cider vinegar ( organic ),281052,,,Hv,Vinegar,Vinegar,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,840.000000,140.000000,119.027580,297.500000,245.000000,324.211265,300.737761,335.568432,66.000000,2668.045038,9830.665038,7162.620000,0.271400,0.000000
Raw honey (organic),461040,,,Sara nour,Honey,"Organic, honey",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,67.100000,104.000000,260.000000,338.000000,307.200000,725.904781,480.235445,299.000000,2581.440226,9826.440226,7245.000000,0.262703,0.000000
Avocadoes ( imported ),ImportedAvocadoes,,NGS,Agrovate,Fresh fruits,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,53.500000,115.500000,131.250000,252.000000,313.950000,341.600000,589.300000,414.600000,72.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2284.500000,9742.300000,7457.800000,0.234493,0.000000
Almond butter,711002,,,Fitnuts,Nut butter,"Weight loss, gluten free, Healthy snacks",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.000000,162.000000,143.000000,331.722222,351.000000,594.345747,234.000000,1829.067970,9473.067970,7644.000000,0.193081,0.000000
Top side steak (chemical free) - frozen,151012,,NGS,El rancho,Beef,"Frozen, Chemical free, Beef",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,783.500000,293.390000,211.210000,97.500000,221.740000,395.060000,138.385472,170.505355,266.000000,2577.290827,9219.890827,6642.600000,0.279536,0.000000
Kale / Default,Kale,,NGS,MAKAR,Fresh vegetables,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.500000,242.500000,208.000000,200.000000,356.000000,168.000000,212.000000,240.000000,336.000000,48.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2063.000000,9203.000000,7140.000000,0.224166,0.000000
Coconut flour (Organic),281014,,,Hv,Baking products,"Weight loss, gluten free, Vegan, Baking Products",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,178.500000,191.250000,38.250000,467.500000,446.250000,225.528689,331.136258,87.750000,78.750000,2044.914946,9091.414946,7046.500000,0.224928,0.000000
Cairo above 150 L.E orders,Cairoabove150LEorders,,Freight,Freight,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,540.000000,1320.000000,1600.000000,1600.000000,1860.000000,1610.000000,410.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8940.000000,8940.000000,0.000000,1.000000,0.000000
Raw almonds - shelled / 250g,AlmondsRawShelled,,NGS,Auf,Nuts,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.350000,116.100000,83.850000,131.250000,93.000000,85.250000,116.310000,126.900000,25.380000,109.980000,102.180000,161.000000,129.750000,56.000000,49.000000,110.250000,49.000000,80.520000,102.700000,56.440000,69.120000,125.315000,88.520000,127.620000,213.360000,43.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2471.895000,8769.805000,6297.910000,0.281864,0.000000
Stevia,281043,,,Hv,Sweeteners,"Weight loss, Sweeteners",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,282.000000,195.000000,60.000000,240.000000,135.000000,450.000000,0.000000,345.250000,202.199495,1909.449495,8747.949495,6838.500000,0.218274,0.000000
Balady Whole Chicken(chemical free) / None,None,,,Tabiey,Poultry,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,227.500000,0.000000,0.000000,0.000000,90.000000,400.000000,500.336700,448.923657,143.351111,0.000000,1810.111468,8686.871468,6876.760000,0.208373,0.000000
Balady eggs ( chemical free ),Eggbaldy,,NGS,Sara nour,Eggs,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,76.500000,153.000000,189.000000,175.500000,162.000000,103.500000,45.000000,67.500000,310.500000,396.000000,49.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1737.000000,8299.000000,6562.000000,0.209302,0.000000
Cairo,Cairo,,Freight,Freight,General,,0.000000,0.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,720.000000,1170.000000,1215.000000,1680.000000,1440.000000,1500.000000,210.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8015.000000,8015.000000,0.000000,1.000000,0.000000
Baby spinach (chemical free),341004,,,MAKAR,Vegetables,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,348.000000,135.000000,150.000000,412.882353,381.000000,647.869589,411.448163,284.713844,136.516505,2913.430453,7903.430453,4990.000000,0.368629,0.000000
Chicken cutlets - Hormone free - (Shishtawook) - frozen,80002,,NGS,Shahd,Poultry,Frozen,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,341.000000,188.590000,176.770000,49.970000,40.000000,375.260000,294.710000,307.549443,94.080000,1867.929443,7444.249443,5576.320000,0.250922,0.000000
Quinoa (Chemical free) - Local,621001,,,EGY VEGGIE,Grains,"Organic, Whole grain, High performance, super foods",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.000000,248.520000,96.000000,72.000000,496.200000,207.000000,249.000000,246.403000,12.000000,1663.123000,7093.123000,5430.000000,0.234470,0.000000
Beef liver ( Chemical free ) - frozen,151005,,NGS,El rancho,Beef,"Frozen, Chemical free, Beef",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,156.000000,200.140000,61.500000,164.000000,294.240000,220.070000,278.340000,271.584098,162.000000,1807.874098,6992.524098,5184.650000,0.258544,0.000000
Hamburger (chemical free) - frozen,151010,,NGS,El rancho,Beef,"Frozen, Chemical free, Beef",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.500000,0.000000,72.500000,101.500000,649.800000,366.180000,295.060181,204.821725,231.910000,1931.271907,5832.461907,3901.190000,0.331125,0.000000
Tomato ( chemical free ),461030,,,Sara nour,Vegetables,"Fresh, Chemical free",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,331.670000,90.750000,85.250000,151.250000,281.580000,486.432460,430.765389,251.604531,217.300000,2326.602379,5774.222379,3447.620000,0.402929,0.000000
Brown rice ( Egyptian ) / 750g,PremiumBrownRice,,Kheir Misr,IMN,Rice,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48.000000,33.600000,38.400000,16.800000,48.000000,64.650000,22.800000,11.400000,28.500000,8.550000,22.800000,8.550000,25.650000,48.450000,37.050000,34.200000,20.550000,96.600000,124.200000,172.340000,145.200000,139.740000,136.250000,181.500000,57.580000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1571.360000,5771.350000,4199.990000,0.272269,0.000000
Raw almonds (shelled) 250g,40017,,NGS,Auf,Nuts,Nuts,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,315.860000,94.120000,93.800000,144.665228,187.340000,133.820000,236.632396,191.967778,94.610000,1492.815402,5201.275402,3708.460000,0.287009,0.000000
Bananas (imported),20005,,NGS,Agrovate,Fruits,Fresh,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,127.080000,62.520000,49.500000,157.750000,253.750000,335.129167,282.024743,99.378820,0.000000,1367.132729,4939.862729,3572.730000,0.276755,0.000000
Camel milk - Hormone free (frozen),90001,,NGS,Camel milk,Milk,"Frozen, Chemical free, Milk",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,505.000000,350.000000,142.400000,85.170000,79.127252,86.720000,26.703614,255.851724,83.400000,1614.372590,4874.752590,3260.380000,0.331170,0.000000
Sixth of October,SixthofOctober,,Freight,Freight,General,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,665.000000,525.000000,420.000000,296.985294,285.000000,630.000000,947.091787,760.576103,175.000000,4704.653184,4704.653184,0.000000,1.000000,0.000000
Banana,Banana,,Kheir Misr,Rafic,Fresh vegetables,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.200000,32.200000,41.400000,57.500000,39.100000,73.050000,72.040000,39.860000,38.640000,57.960000,41.400000,71.760000,53.193487,35.880000,24.840000,41.400000,26.720000,49.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,805.583487,4694.363487,3888.780000,0.171607,0.000000
Kale (chemical free),341021,,,MAKAR,Vegetables,"Chemical free, Greens",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,162.000000,183.000000,147.000000,585.934272,91.000000,77.000000,120.410964,0.000000,84.000000,1450.345237,4660.345237,3210.000000,0.311210,0.000000
Mushroom,6224000090531,,NGS,Souna,Fresh vegetables,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.290000,36.640000,43.510000,80.150000,36.640000,44.400000,37.440000,30.420000,23.400000,35.100000,28.080000,23.400000,21.060000,37.440000,25.740000,32.760000,25.740000,26.880000,57.500000,35.000000,51.600000,92.500000,42.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,870.190000,4339.180000,3468.990000,0.200542,0.000000
Yellow carrot ( chemical free ),Organicyellowcarrot,,NGS,Sara nour,Fresh vegetables,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.000000,57.000000,90.000000,96.000000,135.000000,186.000000,220.000000,140.000000,91.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1050.000000,4177.000000,3127.000000,0.251377,0.000000
Baby spinach,babyspinach,,NGS,MAKAR,Fresh vegetables,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,80.000000,127.750000,176.000000,70.000000,165.300000,136.000000,163.000000,174.000000,24.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1136.050000,3802.300000,2666.250000,0.298780,0.000000
Cucumber ( chemical free ),OrganicCucumber,,NGS,Sara nour,Fresh vegetables,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.500000,22.500000,52.000000,65.100000,46.000000,94.000000,94.780000,124.500000,84.000000,79.500000,32.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,712.380000,3415.400000,2703.020000,0.208579,0.000000
Brown rice ( Egyptian ),291003,,NGS,IMN,Rice,"Weight loss, Whole grain, Rice",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,253.600000,106.200000,72.900000,52.386444,70.450000,56.750000,146.518480,218.310000,90.000000,1067.114923,3408.924923,2341.810000,0.313036,0.000000
Tomato ( chemical free ),OrganicTomato,,NGS,Sara nour,Fresh vegetables,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.500000,28.500000,60.000000,58.000000,56.000000,94.000000,110.950000,101.000000,162.000000,138.000000,32.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,862.950000,3355.300000,2492.350000,0.257190,0.000000
Cucumber (chemical free),461006,,,Sara nour,Vegetables,"Fresh, Organic",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.500000,222.750000,79.750000,69.300000,159.230769,188.000000,178.750000,337.440246,123.369057,118.950000,1482.040072,3342.220072,1860.180000,0.443430,0.000000
Kale (chemical free) / Default,501020,,,Tabiey,Vegetables,"Super food, Chemical free, Greens",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,55.000000,0.000000,1057.074214,390.759772,168.000000,1670.833987,3199.873987,1529.040000,0.522156,0.000000
